,16383,0
880.31,15825,0
880.33,15843,0
880.35,15818,0
880.37,15848,0
880.39,15856,0
880.41,15813,0
880.43,15834,0
880.45,15846,0
880.47,15817,0
880.49,15839,0
880.51,15796,0
880.53,15801,0
880.55,15827,0
880.57,15807,0
880.59,15826,0
880.61,15831,0
880.63,15810,0
880.65,15811,0
880.67,15773,0
880.69,15755,0
880.71,15806,0
880.73,15767,0
880.75,15767,0
880.77,15782,0
880.79,15749,0
880.81,15760,0
880.83,15731,0
880.85,15729,0
880.87,15749,0
880.89,15716,0
880.91,15734,0
880.93,15747,0
880.95,15705,0
880.97,15711,0
880.99,15667,0
881.00,15619,0
881.02,15260,0
881.04,15969,0
881.06,15872,0
881.08,15611,0
881.10,15732,0
881.12,15707,0
881.14,15620,0
881.16,15641,0
881.18,15646,0
881.20,15585,0
881.22,15572,0
881.24,15581,0
881.26,15934,0
881.28,15763,0
881.30,15344,0
881.32,15379,0
881.34,14528,0
881.36,13506,0
881.38,12491,0
881.40,11885,0
881.42,11388,0
881.44,11058,0
881.46,10818,0
881.48,10628,0
881.50,10686,0
881.52,10746,0
881.54,10787,0
881.56,10862,0
881.58,11270,0
881.60,11587,0
881.62,11552,0
881.64,11394,0
881.66,11516,0
881.68,11772,0
881.70,12093,0
881.72,12624,0
881.74,13174,0
881.76,13749,0
881.78,9895,0
881.80,9265,0
881.82,9312,0
881.84,9334,0
881.86,9374,0
881.88,9414,0
881.90,9402,0
881.92,9518,0
881.94,9555,0
881.96,9592,0
881.98,9661,0
882.00,9612,0
882.02,9687,0
882.04,9702,0
882.06,9669,0
882.08,9689,0
882.10,9679,0
882.12,9657,0
882.14,9677,0
882.15,9713,0
882.17,9707,0
882.19,9699,0
882.21,9681,0
882.23,9726,0
882.25,9711,0
882.27,9737,0
882.29,9723,0
882.31,9697,0
882.33,9729,0
882.35,9754,0
882.37,9753,0
882.39,9735,0
882.41,9709,0
882.43,9722,0
882.45,9743,0
882.47,9719,0
882.49,9724,0
882.51,9729,0
882.53,9689,0
882.55,9687,0
882.57,9725,0
882.59,9746,0
882.61,9738,0
882.63,9729,0
882.65,9701,0
882.67,9735,0
882.69,9724,0
882.71,9707,0
882.73,9702,0
882.75,9690,0
882.77,9728,0
882.79,9725,0
882.81,9739,0
882.83,9699,0
882.85,9687,0
882.87,9687,0
882.89,9717,0
882.91,9754,0
882.93,9711,0
882.95,9715,0
882.97,9723,0
882.99,9732,0
883.01,9750,0
883.03,9726,0
883.05,9699,0
883.07,9703,0
883.09,9728,0
883.11,9737,0
883.13,9692,0
883.15,9662,0
883.17,9694,0
883.19,9739,0
883.21,9728,0
883.23,9726,0
883.25,9710,0
883.27,9683,0
883.28,9687,0
883.30,9723,0
883.32,9692,0
883.34,9723,0
883.36,9707,0
883.38,9694,0
883.40,9717,0
883.42,9719,0
883.44,9702,0
883.46,9685,0
883.48,9682,0
883.50,9714,0
883.52,9739,0
883.54,9734,0
883.56,9692,0
883.58,9656,0
883.60,9670,0
883.62,9757,0
883.64,9738,0
883.66,9714,0
883.68,9699,0
883.70,9693,0
883.72,9730,0
883.74,9720,0
883.76,9723,0
883.78,9695,0
883.80,9716,0
883.82,9734,0
883.84,9726,0
883.86,9706,0
883.88,9688,0
883.90,9672,0
883.92,9701,0
883.94,9716,0
883.96,9726,0
883.98,9696,0
884.00,9680,0
884.02,9724,0
884.04,9681,0
884.06,9743,0
884.08,9723,0
884.10,9680,0
884.12,9695,0
884.14,9723,0
884.16,9700,0
884.18,9718,0
884.20,9688,0
884.22,9684,0
884.24,9713,0
884.26,9728,0
884.28,9707,0
884.30,9689,0
884.32,9694,0
884.34,9692,0
884.36,9732,0
884.38,9711,0
884.40,9702,0
884.41,9660,0
884.43,9683,0
884.45,9736,0
884.47,9711,0
884.49,9682,0
884.51,9689,0
884.53,9687,0
884.55,9710,0
884.57,9689,0
884.59,9696,0
884.61,9681,0
884.63,9655,0
884.65,9672,0
884.67,9709,0
884.69,9682,0
884.71,9672,0
884.73,9648,0
884.75,9672,0
884.77,9710,0
884.79,9717,0
884.81,9705,0
884.83,9705,0
884.85,9686,0
884.87,9722,0
884.89,9743,0
884.91,9724,0
884.93,9688,0
884.95,9681,0
884.97,9744,0
884.99,9741,0
885.01,9723,0
885.03,9704,0
885.05,9671,0
885.07,9705,0
885.09,9715,0
885.11,9717,0
885.13,9688,0
885.15,9639,0
885.17,9681,0
885.19,9689,0
885.21,9713,0
885.23,9729,0
885.25,9688,0
885.27,9677,0
885.29,9706,0
885.31,9712,0
885.33,9698,0
885.35,9697,0
885.37,9667,0
885.39,9709,0
885.41,9704,0
885.43,9687,0
885.45,9697,0
885.47,9671,0
885.49,9700,0
885.51,9707,0
885.53,9732,0
885.54,9724,0
885.56,9676,0
885.58,9670,0
885.60,9690,0
885.62,9710,0
885.64,9694,0
885.66,9682,0
885.68,9700,0
885.70,9748,0
885.72,9715,0
885.74,9709,0
885.76,9684,0
885.78,9671,0
885.80,9732,0
885.82,9714,0
885.84,9702,0
885.86,9682,0
885.88,9677,0
885.90,9715,0
885.92,9724,0
885.94,9694,0
885.96,9711,0
885.98,9690,0
886.00,9680,0
886.02,9696,0
886.04,9713,0
886.06,9721,0
886.08,9719,0
886.10,9682,0
886.12,9721,0
886.14,9736,0
886.16,9728,0
886.18,9714,0
886.20,9673,0
886.22,9675,0
886.24,9702,0
