,16383,0
169.19,16383,0
169.21,16383,0
169.23,16383,0
169.25,16383,0
169.27,16383,0
169.29,16383,0
169.31,16383,0
169.33,16383,0
169.35,16383,0
169.37,16383,0
169.39,16383,0
169.41,16383,0
169.43,16383,0
169.45,16383,0
169.47,16383,0
169.49,16383,0
169.51,16383,0
169.53,16383,0
169.55,16383,0
169.57,16383,0
169.59,16383,0
169.61,16383,0
169.63,16383,0
169.65,16383,0
169.67,16383,0
169.69,16383,0
169.71,16383,0
169.73,16383,0
169.75,16383,0
169.77,16383,0
169.79,16383,0
169.81,16383,0
169.83,16383,0
169.85,16383,0
169.87,16383,0
169.89,16383,0
169.90,16383,0
169.92,16383,0
169.94,16383,0
169.96,16383,0
169.98,16383,0
170.00,16383,0
170.02,16383,0
170.04,16383,0
170.06,16383,0
170.08,16383,0
170.10,16383,0
170.12,16383,0
170.14,16383,0
170.16,16383,0
170.18,16383,0
170.20,16383,0
170.22,16383,0
170.24,16383,0
170.26,16383,0
170.28,16383,0
170.30,16383,0
170.32,16383,0
170.34,16383,0
170.36,16383,0
170.38,16383,0
170.40,16383,0
170.42,16383,0
170.44,16383,0
170.46,16383,0
170.48,16383,0
170.50,16383,0
170.52,16383,0
170.54,16383,0
170.56,16383,0
170.58,16383,0
170.60,16383,0
170.62,16383,0
170.64,16383,0
170.66,16383,0
170.68,16383,0
170.70,16383,0
170.72,16383,0
170.74,16383,0
170.76,16383,0
170.77,16383,0
170.79,16383,0
170.81,16383,0
170.83,16383,0
170.85,16383,0
170.87,16383,0
170.89,16383,0
170.91,16383,0
170.93,16383,0
170.95,16383,0
170.97,16383,0
170.99,16383,0
171.01,16383,0
171.03,16383,0
171.05,16383,0
171.07,16383,0
171.09,16383,0
171.11,16383,0
171.13,16383,0
171.15,16383,0
171.17,16383,0
171.19,16383,0
171.21,16383,0
171.23,16383,0
171.25,16383,0
171.27,16383,0
171.29,16383,0
171.31,16383,0
171.33,16383,0
171.35,16383,0
171.37,16383,0
171.39,16383,0
171.41,16383,0
171.43,16383,0
171.45,16383,0
171.47,16383,0
171.49,16383,0
171.51,16383,0
171.53,16383,0
171.55,16383,0
171.57,16383,0
171.59,16383,0
171.61,16383,0
171.63,16383,0
171.65,16383,0
171.66,16383,0
171.68,16383,0
171.70,16383,0
171.72,16383,0
171.74,16383,0
171.76,16383,0
171.78,16383,0
171.80,16383,0
171.82,16383,0
171.84,16383,0
171.86,16383,0
171.88,16383,0
171.90,16383,0
171.92,16383,0
171.94,16383,0
171.96,16383,0
171.98,16383,0
172.00,16383,0
172.02,16383,0
172.04,16383,0
172.06,16383,0
172.08,16383,0
172.10,16383,0
172.12,16383,0
172.14,16383,0
172.16,16383,0
172.18,16383,0
172.20,16383,0
172.22,16383,0
172.24,16383,0
172.26,16383,0
172.28,16383,0
172.30,16383,0
172.32,16383,0
172.34,16383,0
172.36,16383,0
172.38,16383,0
172.40,16383,0
172.42,16383,0
172.44,16383,0
172.46,16383,0
172.48,16383,0
172.50,16383,0
172.52,16383,0
172.54,16383,0
172.55,16383,0
172.57,16383,0
172.59,16383,0
172.61,16383,0
172.63,16383,0
172.65,16383,0
172.67,16383,0
172.69,16383,0
172.71,16383,0
172.73,16383,0
172.75,16383,0
172.77,16383,0
172.79,16383,0
172.81,16383,0
172.83,16383,0
172.85,16383,0
172.87,16383,0
172.89,16383,0
172.91,16383,0
172.93,16383,0
172.95,16383,0
172.97,16383,0
172.99,16383,0
173.01,16383,0
173.03,16383,0
173.05,16383,0
173.07,16383,0
173.09,16383,0
173.11,16383,0
173.13,16383,0
173.15,16383,0
173.17,16383,0
173.19,16383,0
173.21,16383,0
173.23,16383,0
173.25,16383,0
173.27,16383,0
173.29,16383,0
173.31,16383,0
173.33,16383,0
173.35,16383,0
173.37,16383,0
173.39,16383,0
173.41,16383,0
173.42,16383,0
173.44,16383,0
173.46,16383,0
173.48,16383,0
173.50,16383,0
173.52,16383,0
173.54,16383,0
173.56,16383,0
173.58,16383,0
173.60,16383,0
173.62,16383,0
173.64,16383,0
173.66,16383,0
173.68,16383,0
173.70,16383,0
173.72,16383,0
173.74,16383,0
173.76,16383,0
173.78,16383,0
173.80,16383,0
173.82,16383,0
173.84,16383,0
173.86,16383,0
173.88,16383,0
173.90,16383,0
173.92,16383,0
173.94,16383,0
173.96,16383,0
173.98,16383,0
174.00,16383,0
174.02,16383,0
174.04,16383,0
174.06,16383,0
174.08,16383,0
174.10,16383,0
174.12,16383,0
174.14,16383,0
174.16,16383,0
174.18,16383,0
174.20,16383,0
174.22,16383,0
174.24,16383,0
174.26,16383,0
174.28,16383,0
174.29,16383,0
174.31,16383,0
174.33,16383,0
174.35,16383,0
174.37,16383,0
174.39,16383,0
174.41,16383,0
174.43,16383,0
174.45,16383,0
174.47,16383,0
174.49,16383,0
174.51,16383,0
174.53,16383,0
174.55,16383,0
174.57,16383,0
174.59,16383,0
174.61,16383,0
174.63,16383,0
174.65,16383,0
174.67,16383,0
174.69,16383,0
174.71,16383,0
174.73,16383,0
174.75,16383,0
174.77,16383,0
174.79,16383,0
174.81,16383,0
174.83,16383,0
174.85,16383,0
174.87,16383,0
174.89,16383,0
174.91,16383,0
174.93,16383,0
174.95,16383,0
174.97,16383,0
174.99,16383,0
175.01,16383,0
175.03,16383,0
175.05,16383,0
175.07,16383,0
175.09,16383,0
175.11,16383,0
175.13,16383,0
175.15,16383,0
175.17,16383,0
175.18,16383,0
175.20,16383,0
175.22,16383,0
175.24,16383,0
175.26,16383,0
175.28,16383,0
175.30,16383,0
175.32,16383,0
175.34,16383,0
175.36,16383,0
175.38,16383,0
175.40,16383,0
175.42,16383,0
175.44,16383,0
175.46,16383,0
175.48,16383,0
175.50,16383,0
175.52,16383,0
175.54,16383,0
175.56,16383,0
175.58,16383,0
175.60,16383,0
175.62,16383,0
175.64,16383,0
175.66,16383,0
175.68,16383,0
175.70,16383,0
175.72,16383,0
175.74,16383,0
175.76,16383,0
175.78,16383,0
175.80,16383,0
175.82,16383,0
175.84,16383,0
175.86,16383,0
175.88,16383,0
175.90,16383,0
175.92,16383,0
175.94,16383,0
175.96,16383,0
175.98,16383,0
176.00,16383,0
176.02,16383,0
176.04,16383,0
176.06,16383,0
176.07,16383,0
176.09,16383,0
176.11,16383,0
